id,first_name,last_name,father_first_name,father_last_name,mother_first_name,mother_last_name,street_address,city,state,phone_number
1110,Micah,McMarquis,Sid,McMarquis,Clemmy,McMarquis,0888 Graceland Junction,New Haven,Connecticut,203-532-9038
1111,Winnie,Jarrett,Yurik,Jarrett,Freida,Jarrett,2337 Kipling Court,Madison,Wisconsin,608-899-5179
1112,Pyotr,Pheazey,Kent,Pheazey,Mil,Pheazey,729 Fieldstone Center,Charlottesville,Virginia,434-766-2082
1113,Oswell,Cordle,Halsey,Cordle,Darcey,Cordle,04750 Southridge Street,Iowa City,Iowa,319-907-2095
1114,Lemmy,Self,Sheff,Self,Ariella,Self,8 Hauk Drive,El Paso,Texas,915-387-2410
1115,Basile,Rishman,Lamond,Rishman,Allix,Rishman,7 Fairview Trail,Springfield,Illinois,217-170-6110
1116,Eugene,Camell,Waldon,Camell,Caresse,Camell,25 Merry Plaza,Decatur,Georgia,678-133-5493
1117,Guntar,Layland,Portie,Layland,Chelsy,Layland,02867 Blackbird Park,Green Bay,Wisconsin,920-909-0852
1118,Preston,Lundbeck,Cchaddie,Lundbeck,Inger,Lundbeck,07 1st Street,Silver Spring,Maryland,301-471-5214
1119,Aldus,Oherlihy,Orazio,Oherlihy,Sara-ann,Oherlihy,294 Oriole Way,Springfield,Illinois,217-465-4344
1120,Vince,Conti,Irwin,Conti,Minerva,Conti,3088 Moulton Park,Austin,Texas,512-853-0547
1121,Roger,McKerrow,Bradan,McKerrow,Wilone,McKerrow,481 Jana Drive,Memphis,Tennessee,901-482-0378
1122,Tracey,Capaldi,Miltie,Capaldi,Abbi,Capaldi,3300 Porter Parkway,Phoenix,Arizona,602-631-5765
1123,Pincas,Humbert,Bennie,Humbert,Karmen,Humbert,2 Fisk Street,Oklahoma City,Oklahoma,405-475-3433
1124,Konstantine,Lademann,Niel,Lademann,Sherri,Lademann,64069 Schmedeman Center,Phoenix,Arizona,602-401-0356
1125,Sergent,Schroter,Vinnie,Schroter,Elfie,Schroter,0 Ryan Terrace,San Jose,California,408-170-2041
1126,Travis,Arnauduc,Tedmund,Arnauduc,Claude,Arnauduc,255 Crescent Oaks Trail,Salt Lake City,Utah,801-496-4799
1127,Rogerio,Miskin,Creighton,Miskin,Maria,Miskin,5 Doe Crossing Road,Bethesda,Maryland,301-567-5675
1128,Haydon,Willatts,Richart,Willatts,Stace,Willatts,9512 Comanche Parkway,Watertown,Massachusetts,978-159-8092
1129,Winfred,Matanin,Kennith,Matanin,Bethany,Matanin,70714 Lien Plaza,Tulsa,Oklahoma,918-952-6477
1130,Carney,Wooler,Gerry,Wooler,Christalle,Wooler,96532 Birchwood Parkway,Rochester,New York,585-178-1850
1131,Adelbert,MacCallum,Donnie,MacCallum,Idalia,MacCallum,6 Magdeline Parkway,Montgomery,Alabama,334-762-1437
1132,Aland,Artiss,Hersch,Artiss,Althea,Artiss,137 Meadow Valley Parkway,Sacramento,California,916-878-4079
1133,Jordon,Kermannes,Van,Kermannes,Tilda,Kermannes,37 La Follette Crossing,Levittown,Pennsylvania,267-854-1129
1134,Smith,Blose,Dwight,Blose,Frankie,Blose,4 Hoard Junction,Saint Paul,Minnesota,651-836-4326
1135,Victor,Krauss,Ced,Krauss,Pavia,Krauss,6 Talmadge Point,Saint Cloud,Minnesota,320-515-2724
1136,Base,Node,Brewster,Node,Gabriella,Node,98 Nevada Hill,Houston,Texas,832-404-7729
1137,Jedediah,Folder,Carney,Folder,Reggie,Folder,6676 Superior Court,Winston Salem,North Carolina,336-919-7447
1138,Billie,Goldes,Duff,Goldes,Aviva,Goldes,551 Union Plaza,New York City,New York,646-519-3223
1139,Horatio,Brummell,Chev,Brummell,Raeann,Brummell,5 Spohn Crossing,Miami,Florida,954-156-1336
1140,Hewett,Fysh,Bevin,Fysh,Christiane,Fysh,4 Arizona Road,Fort Worth,Texas,817-292-3350
1141,Freemon,Simonini,Gerhardt,Simonini,Gerta,Simonini,266 Moland Junction,Pasadena,California,818-770-8852
1142,Bil,Fardon,Brenden,Fardon,Ianthe,Fardon,31337 Manufacturers Junction,Arlington,Texas,214-903-2408
1143,Berkly,Swatman,Yanaton,Swatman,Caressa,Swatman,73042 Scofield Trail,Akron,Ohio,330-966-0493
1144,Reinhold,Brede,Jarid,Brede,Morgan,Brede,643 Cottonwood Way,Columbus,Ohio,614-658-8338
1145,Rudiger,Connochie,Valentijn,Connochie,Valery,Connochie,76973 Hermina Trail,Austin,Texas,512-889-9237
1146,Cecilius,Willder,Yuri,Willder,Danette,Willder,2009 Shoshone Court,Los Angeles,California,323-790-0832
1147,Ulberto,Kirman,Rees,Kirman,Casandra,Kirman,799 Bartelt Court,Jamaica,New York,212-246-9130
1148,Yorgos,Ivashev,Olivero,Ivashev,Danica,Ivashev,47 Bluestem Parkway,Kansas City,Missouri,816-398-2332
1149,Harald,Ferrulli,Chester,Ferrulli,Sandi,Ferrulli,8 Springview Alley,Miami,Florida,954-207-2827
1150,Grannie,Scamerden,Thor,Scamerden,Maryann,Scamerden,82256 Veith Center,College Station,Texas,979-660-4249
1151,Robbie,Goady,Dael,Goady,Karalynn,Goady,73069 Wayridge Hill,Baton Rouge,Louisiana,225-661-0743
1152,Woodman,Creegan,Morgen,Creegan,Orelle,Creegan,2 Sheridan Avenue,Fort Wayne,Indiana,260-220-3728
1153,Mayne,Halliday,Maje,Halliday,Joya,Halliday,482 Waubesa Crossing,Dallas,Texas,972-904-4500
1154,Vincent,Myatt,Arther,Myatt,Albina,Myatt,4 Union Road,Cincinnati,Ohio,513-359-1979
1155,Blair,Harston,Bartie,Harston,Olympia,Harston,842 Del Mar Alley,Saint Louis,Missouri,314-287-6004
1156,Garwood,Swallow,Sandy,Swallow,Perri,Swallow,67 Coleman Court,Houston,Texas,832-161-1161
1157,Addie,Sambals,Kurtis,Sambals,Jocelyne,Sambals,266 Huxley Drive,Memphis,Tennessee,901-350-3808
1158,Teodor,Morin,Fields,Morin,Alie,Morin,50561 Banding Junction,East Saint Louis,Illinois,618-856-0784
1159,Nicolas,Palleske,Bailie,Palleske,Ardenia,Palleske,65650 Lindbergh Alley,Gainesville,Georgia,678-256-7672
1160,Sergio,Mushet,Dunstan,Mushet,Ulrika,Mushet,1008 Sunbrook Junction,Sioux City,Iowa,712-136-5817
1161,Haily,Heathwood,Russ,Heathwood,Caterina,Heathwood,9151 Forest Dale Trail,Clearwater,Florida,727-853-2675
1162,Chan,McCafferky,Manny,McCafferky,Alexa,McCafferky,277 Stang Trail,Galveston,Texas,281-670-3366
1163,Frederico,Macrow,Shepherd,Macrow,Clem,Macrow,59 Warbler Way,Boise,Idaho,208-694-2305
1164,Lamar,Maun,Bob,Maun,Isa,Maun,0 Maple Place,Orange,California,714-916-0789
1165,Hank,Colnett,Sherlock,Colnett,Arleyne,Colnett,2380 East Terrace,San Antonio,Texas,210-806-8652
1166,Ludvig,Llewellin,Laurie,Llewellin,Charil,Llewellin,183 Westend Court,Indianapolis,Indiana,317-295-9171
1167,Tabor,Battrick,Boyd,Battrick,Hedvig,Battrick,6 Vermont Terrace,Montpelier,Vermont,802-501-0840
1168,Greg,Saines,Ernestus,Saines,Odette,Saines,2294 Shelley Road,Saint Petersburg,Florida,727-307-2588
1169,Russ,Greenshields,Bennett,Greenshields,Pearl,Greenshields,0325 Starling Point,Atlanta,Georgia,404-362-5611
1170,Chilton,Gouldstone,Gerhardt,Gouldstone,Eugine,Gouldstone,6 Trailsway Crossing,Harrisburg,Pennsylvania,717-495-0287
1171,Augusto,Emmot,Reinhard,Emmot,Prudi,Emmot,29 Onsgard Street,Jersey City,New Jersey,201-645-6986
1172,Edmon,Juleff,Gardener,Juleff,Brana,Juleff,7 Mayfield Junction,Panama City,Florida,850-441-5781
1173,Hardy,Crombleholme,Lockwood,Crombleholme,Juliann,Crombleholme,1 Haas Terrace,Pasadena,California,323-285-6527
1174,Tan,Credland,Durante,Credland,Dasha,Credland,98 Prairieview Hill,Ogden,Utah,801-395-1434
1175,Luis,Roebuck,Jamison,Roebuck,Loralee,Roebuck,951 Lotheville Court,Atlanta,Georgia,404-780-0260
1176,Ted,Gayton,Marlin,Gayton,Dee,Gayton,10566 Sutherland Circle,Indianapolis,Indiana,317-372-4589
1177,Welch,LAbbet,Ruttger,LAbbet,Candi,LAbbet,60839 Fuller Plaza,Los Angeles,California,323-296-5849
1178,Cornelius,Jovicic,Griffin,Jovicic,Abigale,Jovicic,60 Bonner Alley,Shawnee Mission,Kansas,913-369-9553
1179,Zaccaria,Brockman,Laughton,Brockman,Therese,Brockman,4361 Monument Place,Syracuse,New York,315-173-3502
1180,Hastings,Leguey,Kermit,Leguey,Sharai,Leguey,09 Rockefeller Street,Oklahoma City,Oklahoma,405-657-8010
1181,Farlie,Pinnijar,Nealon,Pinnijar,Kissie,Pinnijar,77 Harper Trail,Tulsa,Oklahoma,918-902-6724
1182,Mohandas,Aimeric,Ax,Aimeric,Megen,Aimeric,234 Clarendon Hill,Chicago,Illinois,312-974-0191
1183,See,Monget,Farr,Monget,Sherie,Monget,5736 Susan Way,Saint Paul,Minnesota,651-181-8707
1184,Bertram,Provost,Zebulon,Provost,Dana,Provost,076 Eastwood Place,Gainesville,Florida,352-917-8634
1185,Louis,Tomlett,Judd,Tomlett,Tildie,Tomlett,86098 Mitchell Junction,Pueblo,Colorado,719-328-3630
1186,Trenton,Crich,Graig,Crich,Nolie,Crich,2567 Drewry Alley,Pomona,California,909-676-2726
1187,Teodoro,Seamarke,Blair,Seamarke,Suzanne,Seamarke,7 Sloan Circle,Sunnyvale,California,650-610-5509
1188,Kile,Brandassi,Merry,Brandassi,Flossi,Brandassi,4 Starling Drive,Saint Louis,Missouri,314-988-0216
1189,Whittaker,Challenger,Hodge,Challenger,Felita,Challenger,62692 Mcbride Park,Houston,Texas,281-626-4467
1190,Lombard,Hagan,Harland,Hagan,Maryann,Hagan,23512 Ronald Regan Way,Kansas City,Kansas,913-224-3362
1191,Leroy,Stuckey,Rodger,Stuckey,Dian,Stuckey,510 Kenwood Road,Boise,Idaho,208-586-2099
1192,Harcourt,Lampitt,Wadsworth,Lampitt,Dalenna,Lampitt,6171 Hagan Way,Columbus,Georgia,706-906-7208
1193,Herculie,Belcher,Trever,Belcher,Audrye,Belcher,441 Mifflin Street,New York City,New York,917-162-0512
1194,Maison,Allmen,Arther,Allmen,Talia,Allmen,73727 Arapahoe Point,Metairie,Louisiana,504-158-0901
1195,Zebadiah,Mergue,Regan,Mergue,Corabella,Mergue,0293 Golf View Circle,Hollywood,Florida,305-810-0271
1196,Gabie,Dodwell,Arri,Dodwell,Orelee,Dodwell,350 Graceland Place,Boston,Massachusetts,857-212-3555
1197,Bent,Massimi,Brig,Massimi,Maggie,Massimi,7 Marcy Trail,Hartford,Connecticut,203-435-8334
1198,Allistir,Varley,Lon,Varley,Conchita,Varley,77 Johnson Plaza,Washington,District of Columbia,202-850-5498
1199,Nil,Worling,Von,Worling,Lila,Worling,76789 Almo Plaza,Roanoke,Virginia,540-887-9314
1200,Niccolo,Waulker,Felizio,Waulker,Merla,Waulker,9 Anniversary Drive,Richmond,Virginia,804-918-2614
1201,Padraig,Goodbody,Guthrey,Goodbody,Krystyna,Goodbody,1 Prairie Rose Court,Columbus,Ohio,614-328-9043
1202,Ellwood,Jentle,Creight,Jentle,Cybill,Jentle,89 Upham Terrace,Sterling,Virginia,571-820-3520
1203,Morlee,Kittman,Willdon,Kittman,Sioux,Kittman,3338 Farwell Hill,Austin,Texas,361-788-2049
1204,Lonny,Dalbey,Kain,Dalbey,Michel,Dalbey,9936 Northwestern Road,Amarillo,Texas,806-150-8969
1205,Ignacius,Dafydd,Dylan,Dafydd,Dede,Dafydd,32872 Morningstar Street,Dallas,Texas,214-586-8235
1206,Jeremy,Janks,Torrin,Janks,Lorraine,Janks,223 Delladonna Crossing,Winter Haven,Florida,863-301-5289
1207,Mayne,Skep,Ber,Skep,Mireielle,Skep,7195 Scofield Place,Minneapolis,Minnesota,952-136-0172
1208,Caz,Gilhooly,Zelig,Gilhooly,Brittney,Gilhooly,35221 Brentwood Avenue,Birmingham,Alabama,205-879-2907
1209,Herbie,McGraffin,Malcolm,McGraffin,Eartha,McGraffin,943 Shoshone Alley,Washington,District of Columbia,202-152-2885
1210,Scotti,Crippill,Harold,Crippill,Gloriane,Crippill,21712 Stone Corner Alley,Washington,District of Columbia,202-471-2683
1211,Rollin,Waite,Ezekiel,Waite,Rivkah,Waite,90 Huxley Way,Springfield,Massachusetts,413-302-4422
1212,Noland,Alliott,Skippy,Alliott,Roseanne,Alliott,295 Ridgeview Pass,Colorado Springs,Colorado,719-214-8262
1213,Obed,Mossom,Randy,Mossom,Anabal,Mossom,57076 Starling Street,Memphis,Tennessee,901-489-4684
1214,Leonerd,Calven,Wilt,Calven,Flss,Calven,4 Kropf Place,Flint,Michigan,810-932-8308
1215,Gibb,Bracknell,Jule,Bracknell,Shirley,Bracknell,12432 Maple Wood Lane,Paterson,New Jersey,201-469-2312
1216,Cornelius,Dominik,Lonnie,Dominik,Shelba,Dominik,2452 Maple Alley,Cleveland,Ohio,216-350-1316
1217,Kenn,Semkins,Fraze,Semkins,Shaylyn,Semkins,9 Arizona Junction,Pompano Beach,Florida,305-400-5968
1218,Klemens,Hixson,Robbie,Hixson,Daffi,Hixson,35221 Sloan Park,Bonita Springs,Florida,941-703-8518
1219,Leo,Hoyte,Elton,Hoyte,Stephie,Hoyte,8216 Pine View Court,Oklahoma City,Oklahoma,405-345-5046
1220,Juan,Upex,Hillie,Upex,Teodora,Upex,9 Carey Pass,San Jose,California,408-392-7036
1221,Barclay,Goldwater,Moore,Goldwater,Brandi,Goldwater,2381 Menomonie Drive,Kansas City,Missouri,816-778-2537
1222,Morie,Greatrex,Mitchel,Greatrex,Rubetta,Greatrex,78 Farwell Terrace,Denver,Colorado,720-179-2436
1223,Ralph,Bosley,Ive,Bosley,Goldarina,Bosley,00 Dottie Parkway,Austin,Texas,512-442-5887
1224,Kenon,Pyott,Galen,Pyott,Ketti,Pyott,7089 Pepper Wood Circle,Charleston,West Virginia,304-473-0176
1225,Lanie,Westphal,Alvin,Westphal,Raphaela,Westphal,1168 Sage Park,San Diego,California,619-579-2216
1226,Alair,Cobby,Harlen,Cobby,Tamqrah,Cobby,4 Lotheville Place,Orlando,Florida,407-403-0994
1227,Worth,Lambswood,Teddy,Lambswood,Marrissa,Lambswood,83677 Holy Cross Parkway,Wilmington,Delaware,302-539-3037
1228,Gustaf,Steiner,Kimbell,Steiner,Loren,Steiner,466 Red Cloud Lane,Albany,New York,518-582-1658
1229,Pate,McTrustram,Bearnard,McTrustram,Cherilynn,McTrustram,61716 Dexter Drive,San Antonio,Texas,210-254-3293
1230,Otto,Galego,Flin,Galego,Antonella,Galego,38 Mockingbird Terrace,Omaha,Nebraska,402-970-3807
1231,Torey,Wloch,Hillary,Wloch,Di,Wloch,549 Hollow Ridge Hill,Mobile,Alabama,251-196-1212
1232,Colas,De Filippo,Daryl,De Filippo,Freddi,De Filippo,7 Dottie Lane,Trenton,New Jersey,609-398-9382
1233,Benito,Ramey,Sanders,Ramey,Ginger,Ramey,19507 Kedzie Court,Vancouver,Washington,360-818-6290
1234,Solomon,De Paepe,Gustaf,De Paepe,Leoline,De Paepe,0338 Ridgeview Lane,Monticello,Minnesota,763-923-7956
1235,Chris,Isham,Enos,Isham,Dorothee,Isham,32837 Bellgrove Crossing,Lakeland,Florida,863-133-4461
1236,Conrad,McVittie,Ferris,McVittie,Tricia,McVittie,6652 Reindahl Point,Miami,Florida,954-774-4469
1237,Demott,Kiddie,Lemuel,Kiddie,Editha,Kiddie,14492 Union Way,Washington,District of Columbia,202-197-0642
1238,Torin,Petrelluzzi,Hadlee,Petrelluzzi,Gilemette,Petrelluzzi,3579 Rieder Point,Miami,Florida,786-489-7795
1239,Cyrille,Petyakov,Melvyn,Petyakov,Cornie,Petyakov,66 American Ash Way,Cincinnati,Ohio,513-534-8313
1240,Markus,Lukianov,Dickie,Lukianov,Deloria,Lukianov,371 Fallview Hill,Seminole,Florida,941-101-8757
1241,Reynard,Moine,Barthel,Moine,Cherry,Moine,447 Golden Leaf Park,Manchester,New Hampshire,603-255-4201
1242,Pooh,Kidder,Travers,Kidder,Juieta,Kidder,58357 Leroy Junction,Dallas,Texas,972-491-2235
1243,Connie,Colthard,Kincaid,Colthard,Britte,Colthard,136 Badeau Pass,Montgomery,Alabama,334-532-1381
1244,Wain,Sager,Nikki,Sager,Kacey,Sager,68237 Crescent Oaks Court,El Paso,Texas,915-258-3271
1245,Raymond,Papworth,Kippie,Papworth,Lissa,Papworth,7187 Green Court,Fresno,California,559-271-4031
1246,Abby,Linsley,Karlis,Linsley,Zelma,Linsley,47 Spaight Circle,Chicago,Illinois,630-581-8670
1247,Johann,Bernardin,Sigismund,Bernardin,Franny,Bernardin,4 Vernon Lane,Fullerton,California,714-678-4713
1248,Giffie,Ponting,Sterne,Ponting,Marilyn,Ponting,07332 Bartelt Parkway,Detroit,Michigan,248-209-0525
1249,Carlin,Hambly,Kenton,Hambly,Mercie,Hambly,03 Clarendon Alley,Hagerstown,Maryland,240-459-2752
1250,Boycey,Vitler,Bard,Vitler,Noellyn,Vitler,794 Arapahoe Court,Philadelphia,Pennsylvania,215-773-8333
1251,Noland,Ilyasov,Jerad,Ilyasov,Gerry,Ilyasov,5 Sachtjen Terrace,Frankfort,Kentucky,502-185-8503
1252,Dieter,Alf,Brit,Alf,Caril,Alf,14170 Eagan Street,Fort Lauderdale,Florida,954-555-9412
1253,Emmott,Rope,Kaiser,Rope,Elsa,Rope,2 Nevada Parkway,Durham,North Carolina,919-910-9885
1254,Sheff,Goforth,Conant,Goforth,Dulcinea,Goforth,08447 Troy Lane,Santa Ana,California,714-845-4875
1255,Aguistin,Rickell,Hilly,Rickell,Coleen,Rickell,2447 Monument Junction,Honolulu,Hawaii,808-621-6548
1256,Heath,Jantzen,Callean,Jantzen,Loralyn,Jantzen,9 Pankratz Avenue,Montgomery,Alabama,334-375-3800
1257,Sheppard,Stoyell,Taylor,Stoyell,Daffy,Stoyell,758 Farmco Point,Salt Lake City,Utah,801-895-0062
1258,Keith,Rowden,Kimball,Rowden,Brunhilde,Rowden,02388 Daystar Park,Omaha,Nebraska,402-593-0884
1259,Donall,McBain,Tabby,McBain,Chickie,McBain,8 Ludington Alley,Lexington,Kentucky,859-154-8232
1260,Orlan,Lavarack,Meier,Lavarack,Milly,Lavarack,2 Golf View Street,Erie,Pennsylvania,814-136-4975
1261,Far,Povlsen,Oliver,Povlsen,Ebony,Povlsen,71 Straubel Drive,Nashville,Tennessee,615-471-7330
1262,Shaine,Heaysman,Karel,Heaysman,Carole,Heaysman,18684 Mcbride Road,Washington,District of Columbia,202-912-0024
1263,Franny,Cammocke,Shell,Cammocke,Modestia,Cammocke,3336 Grover Plaza,Arlington,Virginia,571-278-0175
1264,Nat,Rofe,Hadley,Rofe,Veronique,Rofe,621 Menomonie Lane,Philadelphia,Pennsylvania,215-936-8153
1265,Mozes,Sandwich,Car,Sandwich,Lonee,Sandwich,65 Brentwood Center,Oklahoma City,Oklahoma,405-785-4085
1266,Quent,Southerden,Hal,Southerden,Annabell,Southerden,65 Pine View Alley,Honolulu,Hawaii,808-166-7259
1267,Oliviero,Gloy,Johny,Gloy,Alaine,Gloy,664 Claremont Crossing,Laurel,Maryland,410-820-2914
1268,Lorrie,Mattock,Edd,Mattock,Rosemaria,Mattock,251 Truax Trail,Sacramento,California,916-692-8446
1269,Hugh,Crossdale,Howey,Crossdale,Row,Crossdale,441 Hudson Way,Toledo,Ohio,419-758-0058
1270,Nev,Patey,Archaimbaud,Patey,Henriette,Patey,12 Michigan Plaza,San Antonio,Texas,210-515-8609
1271,Humberto,Wynett,Jeromy,Wynett,Betsey,Wynett,3 Blue Bill Park Avenue,Santa Clara,California,650-458-7618
1272,Roderick,Silbert,Kennith,Silbert,Carline,Silbert,045 Bunting Lane,Raleigh,North Carolina,919-423-9298
1273,Travis,Budgey,Heindrick,Budgey,Jacynth,Budgey,8629 Roth Junction,El Paso,Texas,915-291-0917
1274,Quincey,Mailey,Bennett,Mailey,Kimberley,Mailey,9 Reindahl Pass,Syracuse,New York,315-740-2701
1275,Horst,Prestie,Gar,Prestie,Karyl,Prestie,25 Haas Place,Pueblo,Colorado,719-647-7213
1276,Thurston,Wailes,Ruddie,Wailes,Alessandra,Wailes,43 Sunbrook Pass,New Orleans,Louisiana,504-801-3563
1277,Gaultiero,Hampstead,Nate,Hampstead,Tybie,Hampstead,4301 Carioca Street,El Paso,Texas,915-131-8452
1278,Isidoro,Hazeup,Errol,Hazeup,Frankie,Hazeup,183 Kropf Street,Fargo,North Dakota,701-233-8539
1279,Sven,Queree,Francklyn,Queree,Daveen,Queree,74323 Lyons Place,Saint Louis,Missouri,314-638-5003
1280,Stanwood,Rispen,Stuart,Rispen,Kellsie,Rispen,34012 Ramsey Way,Anchorage,Alaska,907-862-5505
1281,Simeon,Branscomb,Isaac,Branscomb,Lilian,Branscomb,45635 Knutson Street,Santa Fe,New Mexico,505-777-1877
1282,Robin,Sprigg,Myrvyn,Sprigg,Halie,Sprigg,971 Scoville Avenue,San Diego,California,760-230-6151
1283,Damian,Mendez,Cris,Mendez,Flossie,Mendez,93 Hoepker Court,Cleveland,Ohio,216-641-4089
1284,Elnar,Dourin,Arni,Dourin,Emily,Dourin,66 Truax Plaza,Honolulu,Hawaii,808-546-8513
1285,Worthington,Sherston,Udale,Sherston,Theda,Sherston,72134 Basil Circle,Washington,District of Columbia,202-639-5114
1286,Bailie,Zanre,Inger,Zanre,Dollie,Zanre,0 Sundown Way,Fredericksburg,Virginia,540-900-0132
1287,Garv,Belitz,Gawen,Belitz,Ange,Belitz,1 Sauthoff Road,Sparks,Nevada,775-641-1893
1288,Arnuad,Rawsen,Trent,Rawsen,Cynthie,Rawsen,9 Dorton Avenue,Albuquerque,New Mexico,505-830-3056
1289,Arch,Playdon,Guillaume,Playdon,Margarete,Playdon,85 Oriole Road,Worcester,Massachusetts,508-739-6048
1290,Alessandro,Butt Gow,Feodor,Butt Gow,Ellie,Butt Gow,12951 Montana Way,Houston,Texas,281-497-1827
1291,Brewer,Welds,Miner,Welds,Deeanne,Welds,961 Golf View Place,Fort Myers,Florida,239-866-3030
1292,Early,Francescozzi,Codie,Francescozzi,Virgie,Francescozzi,752 Duke Court,Denver,Colorado,303-587-8151
1293,Burtie,Hawking,Sammy,Hawking,Clemmie,Hawking,134 Derek Point,Arlington,Virginia,571-624-2692
1294,Blair,Whyard,Andy,Whyard,Billy,Whyard,7904 Scofield Crossing,Portland,Oregon,503-595-4416
1295,Mikol,MacSherry,Erie,MacSherry,Leila,MacSherry,015 Canary Park,Miami Beach,Florida,305-630-9480
1296,Staffard,Burdess,Pebrook,Burdess,Korney,Burdess,9 Dixon Parkway,Rochester,Minnesota,507-938-0900
1297,Vinny,Pund,Durward,Pund,Barbee,Pund,7504 Mandrake Court,Los Angeles,California,213-194-9677
1298,Quintus,Tidbury,Ronnie,Tidbury,Marnie,Tidbury,06 Summerview Circle,Fort Myers,Florida,239-577-4994
1299,Uriah,Hufton,Sheffy,Hufton,Prue,Hufton,29459 Crest Line Place,Cincinnati,Ohio,513-601-6986
1300,Alvie,Jackling,Wallie,Jackling,Ayn,Jackling,13043 Delaware Way,Atlanta,Georgia,404-914-1188
1301,Jeremias,Blackden,Konstantin,Blackden,Barry,Blackden,43 Waubesa Center,Birmingham,Alabama,205-324-0433
1302,Udall,Bane,Jamesy,Bane,Felisha,Bane,407 Portage Point,Norfolk,Virginia,757-454-4513
1303,Grantley,Sent,Oran,Sent,Saloma,Sent,955 Redwing Avenue,College Station,Texas,979-768-5368
1304,Michel,Reast,D'arcy,Reast,Davita,Reast,50928 Calypso Terrace,Phoenix,Arizona,602-604-8514
1305,Truman,Brighouse,Tailor,Brighouse,Sissy,Brighouse,0 Susan Trail,Boston,Massachusetts,978-853-9562
1306,Boyd,Nicol,Reinaldo,Nicol,Sydney,Nicol,5 Dawn Center,Phoenix,Arizona,602-990-0602
1307,Emmanuel,Towns,Adriano,Towns,Dniren,Towns,4 Dunning Avenue,Denver,Colorado,303-926-3531
1308,Fielding,Bissatt,Beaufort,Bissatt,Tonie,Bissatt,58914 Rutledge Avenue,Cleveland,Ohio,216-704-3438
1309,Granthem,Jakeman,Torre,Jakeman,Cayla,Jakeman,7 Buena Vista Hill,Silver Spring,Maryland,301-561-2073
1310,Tamas,Klisch,Giacomo,Klisch,Kristy,Klisch,61691 Meadow Valley Terrace,Omaha,Nebraska,402-220-8197
1311,Shurlocke,Trudgian,Kristofor,Trudgian,Kenna,Trudgian,69 Emmet Hill,Richmond,Virginia,804-796-3221
1312,Francklyn,Drissell,Gabe,Drissell,Lena,Drissell,56 Armistice Road,Ridgely,Maryland,410-362-1152
1313,Robin,Guillain,Irwin,Guillain,Veronika,Guillain,98 Bartillon Parkway,Daytona Beach,Florida,386-862-0096
1314,Monte,Sappy,Andonis,Sappy,Grier,Sappy,50 Lotheville Road,San Francisco,California,415-672-0593
1315,Clim,Corneille,Lock,Corneille,Adrianna,Corneille,8753 Anhalt Way,Tucson,Arizona,520-387-3826
1316,Field,Boydell,Krisha,Boydell,Bernelle,Boydell,2 La Follette Alley,Madison,Wisconsin,608-395-0213
1317,Lyell,Stobo,Sawyere,Stobo,Sacha,Stobo,35 Mayfield Terrace,Chicago,Illinois,312-487-4306
1318,Hale,Sabberton,Dolph,Sabberton,Bamby,Sabberton,62022 Homewood Junction,Kansas City,Missouri,816-885-7041
1319,Leslie,Hug,Ahmed,Hug,Gabey,Hug,7296 Chive Avenue,Lansing,Michigan,517-634-1599
1320,Angus,Allworthy,Erik,Allworthy,Myrah,Allworthy,5180 Michigan Pass,Kingsport,Tennessee,423-455-9248
1321,Josias,Snelman,Nico,Snelman,Whitney,Snelman,360 Kim Park,Jacksonville,Florida,904-354-4579
1322,Kiley,Fareweather,Aube,Fareweather,Bibbie,Fareweather,8 Jana Hill,Little Rock,Arkansas,501-983-3492
1323,Tedd,Serck,Quintus,Serck,Alethea,Serck,706 Golf Course Court,Washington,District of Columbia,202-954-7864
1324,Husein,Arp,Charley,Arp,Corette,Arp,7 Dottie Trail,Fort Lauderdale,Florida,754-885-3832
1325,Esteban,Tremmil,Martainn,Tremmil,Andee,Tremmil,38 Knutson Point,Fort Lauderdale,Florida,954-669-7900
1326,Shawn,Simyson,Kevon,Simyson,Charla,Simyson,943 Loftsgordon Point,San Diego,California,619-898-5721
1327,Clare,Drewitt,Dore,Drewitt,Gladi,Drewitt,2 Clyde Gallagher Center,Hollywood,Florida,305-980-3719
1328,Grannie,Valeri,Dallis,Valeri,Margalit,Valeri,8852 Summit Road,Portland,Oregon,503-149-9619
1329,Hew,Kamen,Corbie,Kamen,Hedy,Kamen,625 Harper Road,Detroit,Michigan,313-957-3185
1330,Ignacio,Rubroe,Rockie,Rubroe,Lesley,Rubroe,91 Granby Point,San Bernardino,California,909-947-1189
1331,Dominique,Caunt,Cleveland,Caunt,Orelie,Caunt,56588 Arrowood Alley,Montgomery,Alabama,334-730-9556
1332,Hanan,Buckeridge,Isac,Buckeridge,Darbie,Buckeridge,904 Vera Junction,Hartford,Connecticut,860-710-6341
1333,Nikolai,Trowle,Olav,Trowle,Audre,Trowle,088 Old Gate Circle,Gaithersburg,Maryland,240-431-6764
1334,Renard,Lovemore,Robert,Lovemore,Gisele,Lovemore,7227 Scofield Circle,Fresno,California,559-983-5381
1335,Prent,Doge,Buckie,Doge,Pamella,Doge,792 Steensland Drive,Saint Paul,Minnesota,612-569-1510
1336,Titus,Galgey,Brandyn,Galgey,Rosemarie,Galgey,16756 Florence Crossing,Newark,New Jersey,973-699-2824
